id,Condition,item_id,share,share01
5eb522c852755439b876b2b7,1,1,1,0.0
5e74bb6ad5af780009db022e,2,1,1,0.0
5ed21b2edbe89b000942109b,1,1,1,0.0
5eda3ac69eb5a904e9b073d1,1,1,1,0.0
5cbb779ffb8dfe0015839672,1,1,2,0.16666666666666666
5ca333ab8001d50001c68a29,1,1,1,0.0
5ee6ad67f110e14399a888ee,1,1,1,0.0
5f16ccc87d339d0008e08016,2,1,2,0.16666666666666666
5f16055900a16c15c0ecf1d4,1,1,1,0.0
5e6bbc394acb20172bdc727d,2,1,5,0.6666666666666666
5c69824b98f65b0001353794,1,1,1,0.0
5ea040e6e6f4f905bf599724,1,1,1,0.0
5e2bfc89febbfd2253fefc7a,1,1,2,0.16666666666666666
5da33eecfa7abd0013ddd110,2,1,2,0.16666666666666666
5eb671f46d8d485690994010,1,1,1,0.0
5e827cd9c0d88b115d2b349a,1,1,1,0.0
5cdde5d5e46e0e001965d9e7,2,1,1,0.0
5e88db6cc0905700085d018f,1,1,1,0.0
5f1559cf6daab40120b1634e,1,1,1,0.0
5ef3832ddd7d5a0f19b24f20,2,1,2,0.16666666666666666
5ec56fb2a6c1eb5430478de1,1,1,1,0.0
5db1668abf945d0015c376d3,1,1,1,0.0
5eb584ddb90df1099d671830,1,1,4,0.5
